,event,gender,age,industry,profession,traffic,coach,head_gender,greywage,way,extraversion,independ,selfcontrol,anxiety,novator,years_tenure
700,0,f,33.0,PowerGeneration,HR,empjs,my head,f,white,car,7.8,6.2,6.4,7.9,6.0,4.804928131666666
701,0,f,33.0,PowerGeneration,HR,empjs,my head,f,white,car,3.8,3.4,5.7,8.7,7.5,4.804928131666666
702,1,f,33.0,Banks,HR,empjs,no,f,white,bus,7.0,6.2,1.0,9.4,7.5,3.9972621491666662
703,1,f,18.0,Banks,HR,rabrecNErab,my head,f,white,bus,6.2,6.2,4.1,2.5,5.2,3.5208761125
704,1,f,36.0,PowerGeneration,HR,youjs,my head,m,white,bus,6.2,5.5,5.7,5.6,6.7,1.0568104041666666
705,0,f,41.0,Retail,HR,youjs,no,m,grey,bus,7.8,7.6,4.1,1.7,5.2,1.3278576316666666
706,1,f,29.0,Banks,HR,friends,no,f,white,bus,6.2,5.5,4.9,5.6,9.8,2.4558521558333335
707,0,f,50.0,Pharma,BusinessDevelopment,youjs,no,m,grey,car,4.6,6.2,8.0,4.8,5.2,0.09856262833333333
708,0,f,34.0, HoReCa,HR,youjs,no,f,white,car,6.2,4.1,7.2,4.8,1.0,4.728268309166666
709,1,m,38.0,Retail,Commercial,KA,yes,m,white,car,7.8,9.1,2.6,4.0,9.0,9.72758385
710,0,f,25.0,IT,HR,youjs,no,m,white,bus,6.2,6.9,2.6,5.6,7.5,3.3073237508333335
711,1,f,30.40033257,State,Finanñe,referal,no,m,grey,bus,10.0,5.5,4.1,4.0,7.5,4.156057495
712,1,m,27.0,Retail,Sales,youjs,my head,m,white,car,3.8,3.4,2.6,10.0,9.0,1.0184804925
713,1,f,38.0,Retail,Commercial,empjs,no,m,white,car,7.0,6.9,4.1,4.0,6.7,1.6071184116666668
714,0,f,29.0,Retail,HR,youjs,no,f,white,car,8.6,6.2,4.9,4.8,9.0,3.6550308008333334
715,0,f,26.0,Telecom,IT,youjs,my head,m,white,car,3.0,6.9,4.9,6.3,6.0,10.967830249999999
716,0,f,27.0,manufacture,HR,empjs,no,f,white,bus,7.0,4.8,6.4,4.8,4.4,1.1608487333333333
717,0,m,43.0,Consult,IT,referal,no,m,white,foot,6.2,4.1,5.7,7.1,8.3,1.5770020533333333
718,1,m,34.0,Retail,Commercial,KA,no,m,white,car,3.8,3.4,7.2,8.7,7.5,6.819986310833333
719,0,f,31.0,etc,HR,rabrecNErab,no,f,grey,bus,8.6,4.8,2.6,7.9,6.7,1.3963039016666665
720,0,f,27.0,manufacture,HR,friends,no,m,white,bus,7.8,4.8,1.8,6.3,6.0,1.7248459958333333
721,0,f,28.0,manufacture,HR,youjs,my head,f,white,car,7.0,4.8,5.7,2.5,4.4,4.276522929166666
722,0,f,21.0,Consult,HR,friends,yes,f,grey,bus,7.0,6.2,4.1,4.8,6.7,0.5201916495833333
723,1,f,39.0,State,HR,friends,no,f,white,car,7.0,4.1,2.6,7.9,7.5,0.5859000684166668
724,1,f,39.0,State,HR,friends,no,f,white,car,7.8,6.2,2.6,5.6,6.7,0.5859000684166668
725,1,f,39.0,State,Teaching,rabrecNErab,no,m,grey,bus,2.2,6.9,8.7,6.3,5.2,0.18891170433333335
726,1,f,27.0,Retail,Sales,referal,my head,m,white,bus,8.6,7.6,1.0,5.6,10.0,2.2121834358333334
727,1,m,29.0,Retail,IT,referal,yes,m,white,car,1.4,4.1,10.0,4.8,1.3,6.584531143333333
728,0,f,49.0,Telecom,HR,friends,no,m,white,car,5.4,2.6,4.1,6.3,6.7,0.04380561258333334
729,0,m,27.0,Retail,BusinessDevelopment,referal,no,m,white,car,3.8,6.2,4.1,7.9,5.2,11.685147158333335
730,1,f,28.0,Banks,HR,youjs,no,f,white,foot,3.8,9.1,6.4,4.8,6.7,2.2149212866666668
731,1,f,27.0,Consult,Sales,rabrecNErab,my head,m,grey,bus,7.0,4.8,4.9,5.6,6.7,2.1273100616666665
732,0,m,23.0,Consult,HR,empjs,my head,m,white,bus,4.6,6.2,4.9,6.3,8.3,0.42710472283333334
733,0,m,41.0,IT,IT,friends,no,m,white,car,1.4,6.9,9.5,6.3,1.3,3.342915810833333
734,0,m,49.0,PowerGeneration,IT,friends,no,m,grey,car,3.0,3.4,8.7,5.6,3.7,2.6940451741666664
735,0,m,30.0,IT,IT,friends,my head,m,white,bus,6.2,4.8,7.2,4.8,3.7,0.14236824091666667
736,0,f,21.0,Banks,HR,youjs,my head,f,grey,bus,4.6,6.9,7.2,7.1,1.3,4.191649555000001
737,1,f,24.0,manufacture,HR,referal,no,f,white,bus,7.8,5.5,7.2,5.6,3.7,5.875427789166667
738,1,f,34.0,Retail,HR,youjs,my head,m,white,car,3.8,4.8,6.4,7.9,6.7,1.2156057491666667
739,1,m,38.0,Retail,HR,rabrecNErab,no,f,white,bus,7.0,3.4,5.7,8.7,5.2,3.09650924
740,0,f,32.0,etc,Sales,empjs,no,m,white,bus,7.8,5.5,2.6,4.0,7.5,2.277891855
741,1,f,58.0,Retail,Accounting,youjs,no,m,white,bus,5.4,4.8,6.4,4.8,6.0,2.7378507874999998
742,0,m,29.0,PowerGeneration,HR,friends,no,f,white,bus,7.0,5.5,8.0,5.6,8.3,0.4544832306666666
743,0,m,23.0,IT,IT,youjs,my head,m,white,car,4.6,5.5,8.7,4.8,4.4,6.628336755833334
744,0,f,36.0,IT,HR,recNErab,yes,m,white,bus,4.6,6.9,4.9,5.6,6.0,1.0540725533333333
745,0,f,45.0,State,HR,rabrecNErab,no,f,grey,bus,6.2,6.2,3.3,6.3,8.3,1.6919917866666667
746,0,f,45.0,State,HR,rabrecNErab,no,f,grey,bus,4.6,4.8,4.1,7.9,9.0,1.6919917866666667
747,1,f,28.0,Consult,HR,youjs,my head,m,white,bus,7.0,4.1,3.3,4.8,6.7,0.8733744008333333
748,1,f,37.0,Mining,HR,rabrecNErab,no,m,white,bus,4.6,4.8,8.0,5.6,8.3,0.9199178641666667
749,0,f,32.0,Building,HR,KA,no,m,white,bus,7.8,6.9,4.1,3.3,7.5,10.677618066666668
750,0,m,37.0,IT,IT,rabrecNErab,my head,m,white,bus,6.2,6.9,4.1,4.0,8.3,0.46543463383333333
751,0,m,29.0,IT,IT,rabrecNErab,no,m,white,bus,1.0,5.5,10.0,7.1,2.9,5.089664613333333
752,0,f,25.0,Retail,HR,youjs,my head,m,white,car,6.2,3.4,6.4,6.3,7.5,9.169062283333334
753,0,m,27.0,Retail,IT,KA,no,m,white,bus,3.8,6.2,4.1,9.4,6.7,4.3559206025
754,0,f,42.0,IT,IT,KA,no,m,white,foot,1.4,7.6,8.7,4.8,5.2,0.47091033541666666
755,1,m,32.0,IT,IT,empjs,no,m,white,car,1.4,7.6,9.5,6.3,5.2,1.8891170433333333
756,0,m,28.0,Banks,IT,rabrecNErab,yes,m,white,bus,2.2,7.6,5.7,5.6,2.9,0.5229295003333333
757,0,m,40.0,State,Finanñe,rabrecNErab,no,f,white,car,4.6,7.6,5.7,6.3,7.5,0.8843258041666666
758,1,m,22.0,Building,Consult,friends,yes,m,white,bus,7.0,4.8,2.6,7.1,6.7,1.9849418208333331
759,1,m,34.0,IT,IT,referal,no,f,white,car,3.8,3.4,5.7,7.9,6.7,4.240930869166667
760,0,m,40.0,IT,IT,empjs,no,m,white,car,3.8,6.2,8.7,6.3,4.4,3.2114989733333332
761,0,m,24.0,IT,IT,empjs,yes,m,white,bus,5.4,4.8,6.4,5.6,3.7,1.3853524983333332
762,0,m,34.0,IT,IT,referal,no,m,white,foot,6.2,1.2,7.2,6.3,9.0,2.3353867216666666
763,0,m,29.0,IT,IT,youjs,no,m,white,bus,3.8,2.6,6.4,7.9,8.3,2.625598905
764,0,m,40.0,Consult,IT,friends,no,m,white,foot,3.8,4.1,7.2,8.7,6.7,0.42984257358333333
765,0,f,23.0,IT,HR,rabrecNErab,yes,m,white,bus,5.4,4.8,5.7,7.1,6.7,0.4106776180833333
766,1,f,36.0,PowerGeneration,HR,youjs,my head,m,white,bus,6.2,5.5,5.7,5.6,6.7,1.0568104041666666
767,1,m,35.0,IT,IT,referal,yes,m,white,car,6.2,7.6,4.1,6.3,6.7,3.4058863791666667
768,0,m,24.0,IT,IT,empjs,yes,m,white,car,5.4,1.9,6.4,9.4,6.0,3.049965776666667
769,0,f,34.0,Retail,Accounting,rabrecNErab,no,f,white,car,4.6,3.4,8.0,5.6,5.2,8.643394933333333
770,1,m,44.0,IT,Engineer,empjs,no,m,white,bus,7.0,7.6,6.4,6.3,6.0,0.7665982204166667
771,0,f,29.0,Banks,HR,friends,my head,f,white,bus,3.8,7.6,8.0,6.3,4.4,1.3990417524999998
772,0,m,34.0,manufacture,HR,referal,my head,f,white,bus,7.8,4.8,7.2,6.3,7.5,2.858316221666667
773,0,m,28.0,IT,IT,empjs,my head,m,white,bus,4.6,4.8,5.7,6.3,4.4,1.4045174541666665
774,0,f,23.0,Retail,HR,youjs,no,f,white,bus,3.0,4.8,6.4,5.6,3.7,1.3853524983333332
775,0,f,37.0,transport,HR,youjs,no,m,white,bus,4.6,6.2,8.0,4.8,6.0,3.5509924708333336
776,0,m,29.0,Mining,HR,empjs,no,f,white,foot,2.2,7.6,6.4,9.4,6.0,1.3880903491666665
777,0,m,29.0,Mining,HR,empjs,no,f,white,foot,2.2,5.5,7.2,7.1,6.7,1.3880903491666665
778,0,m,23.0,Retail,Sales,empjs,my head,m,white,bus,6.2,2.6,8.7,4.8,5.2,6.899383983333333
779,0,f,32.0,Retail,HR,youjs,no,f,white,bus,4.6,4.1,6.4,5.6,6.0,0.15331964408333335
780,0,f,29.0,Retail,Commercial,friends,my head,m,white,foot,4.6,4.8,7.2,6.3,2.9,6.119096509166667
781,1,m,36.0,IT,IT,empjs,no,m,white,foot,3.8,7.6,2.6,7.9,4.4,0.03285420941666666
782,0,f,32.0,manufacture,HR,friends,no,m,grey,car,3.8,9.1,4.9,4.8,6.0,10.308008216666666
783,1,f,26.0,Consult,HR,empjs,my head,m,grey,bus,7.8,6.9,4.1,4.0,4.4,1.0814510608333332
784,0,f,30.0,Retail,HR,referal,no,m,white,car,5.4,3.4,3.3,8.7,8.3,0.6516084873333333
785,0,f,30.0,Retail,HR,referal,no,m,white,car,6.2,6.2,7.2,3.3,3.7,0.6516084873333333
786,0,f,30.0,RealEstate,Sales,referal,my head,m,white,foot,5.4,6.9,2.6,5.6,8.3,12.947296375
787,0,f,24.0,Mining,HR,advert,yes,f,white,bus,5.4,4.1,6.4,6.3,2.1,1.3086926758333333
788,0,m,28.0,IT,IT,referal,no,m,white,bus,4.6,4.8,7.2,6.3,5.2,1.6098562625000001
789,0,f,26.0,Consult,HR,empjs,no,m,white,bus,10.0,4.1,1.0,7.1,7.5,1.7494866533333333
790,0,f,41.0,manufacture,HR,friends,no,f,white,bus,7.0,4.8,3.3,5.6,7.5,0.23271731691666667
791,1,f,38.0,manufacture,HR,KA,my head,m,white,car,3.0,3.4,7.2,5.6,5.2,3.0937713891666667
792,1,f,24.0,Consult,HR,youjs,no,f,white,bus,5.4,6.9,7.2,2.5,4.4,1.514031485
793,0,f,37.0,Telecom,HR,youjs,no,f,white,foot,7.0,4.1,6.4,5.6,8.3,0.9719370291666666
794,0,f,47.0,manufacture,HR,recNErab,no,f,white,car,5.4,7.6,4.9,4.8,6.7,0.424366872
795,0,f,26.0,Retail,HR,rabrecNErab,my head,f,white,car,5.4,5.5,4.9,7.9,6.7,1.8918548941666666
796,0,f,46.0,manufacture,HR,friends,no,f,white,bus,3.0,4.1,6.4,5.6,5.2,0.3148528405
797,0,f,30.0,IT,HR,empjs,no,m,white,bus,6.2,7.6,3.3,6.3,7.5,0.28747433266666667
798,1,f,37.0,Retail,HR,rabrecNErab,no,m,white,car,7.0,6.2,3.3,5.6,9.0,0.9199178641666667
799,0,f,30.0,IT,HR,referal,my head,m,white,bus,5.4,3.4,3.3,8.7,8.3,0.7529089665
800,0,f,30.0,IT,HR,referal,my head,m,white,bus,6.2,6.2,7.2,3.3,3.7,0.7529089665
801,0,f,34.0,IT,HR,friends,no,m,white,bus,5.4,4.1,3.3,7.9,7.5,2.069815195
802,0,f,23.0,Retail,HR,youjs,my head,f,white,bus,4.6,6.9,5.7,4.8,9.0,0.45995893225
803,1,f,35.0,manufacture,HR,youjs,no,m,white,car,5.4,4.1,4.1,7.1,7.5,2.688569473333333
804,1,f,42.0,manufacture,HR,empjs,no,m,white,bus,7.8,5.5,8.7,4.8,6.0,4.388774811666667
805,0,f,41.0,manufacture,HR,friends,no,m,white,bus,3.0,3.4,7.2,5.6,5.2,0.3367556468333333
806,0,f,41.0,Agriculture,HR,empjs,no,m,white,car,7.8,2.6,4.1,6.3,4.4,2.5653661875
807,0,f,42.0,IT,HR,youjs,my head,m,white,bus,7.8,5.5,2.6,6.3,8.3,0.41341546883333335
808,0,f,42.0,IT,HR,youjs,my head,m,white,bus,8.6,5.5,3.3,6.3,7.5,0.41341546883333335
809,0,f,42.0,IT,HR,youjs,my head,m,white,bus,7.0,6.9,4.1,5.6,7.5,0.41341546883333335
810,1,f,37.0,Retail,HR,friends,no,f,white,car,6.2,6.9,4.1,6.3,8.3,3.271731690833333
811,1,f,37.0,Retail,HR,friends,no,f,white,car,3.8,9.1,4.9,5.6,7.5,3.271731690833333
812,0,f,33.0,Retail,HR,referal,my head,m,white,car,5.4,4.1,6.4,5.6,6.7,3.2251882275
813,1,f,48.0,PowerGeneration,HR,empjs,no,f,white,bus,6.2,4.8,5.7,8.7,7.5,0.16974674883333332
814,0,f,34.0,Retail,Accounting,rabrecNErab,no,f,white,car,4.6,3.4,8.0,5.6,5.2,8.763860366666666
815,0,f,23.0,Consult,etc,youjs,my head,m,white,foot,4.6,7.6,4.9,5.6,5.2,0.5968514715833333
816,1,f,21.0,PowerGeneration,HR,youjs,my head,f,grey,bus,3.8,6.9,8.7,4.0,6.7,1.0924024641666665
817,0,m,24.0,IT,IT,empjs,no,m,white,bus,3.8,4.1,4.1,8.7,6.0,0.7008898014999999
818,0,f,21.0,IT,HR,advert,no,m,white,bus,7.0,4.8,4.1,5.6,8.3,0.32306639291666667
819,0,f,38.0,Consult,HR,youjs,my head,f,white,bus,2.2,8.4,7.2,3.3,5.2,1.0212183433333333
820,0,f,34.0,Telecom,HR,youjs,yes,f,white,bus,3.0,6.2,8.7,5.6,7.5,3.1594798083333338
821,0,f,27.0,Pharma,HR,rabrecNErab,my head,m,white,bus,3.0,5.5,10.0,6.3,4.4,2.7405886383333335
822,0,f,32.0,Retail,Sales,youjs,no,m,white,car,7.0,4.1,8.7,3.3,1.0,0.2984257358333333
823,1,f,27.0,etc,HR,youjs,my head,f,white,bus,5.4,6.2,5.7,5.6,6.7,3.6522929499999996
824,1,f,31.0,IT,IT,youjs,my head,m,white,bus,5.4,5.5,7.2,4.8,5.2,1.8644763858333333
825,1,f,26.0,Retail,Sales,referal,my head,f,grey,bus,5.4,7.6,2.6,4.8,9.0,0.3394934975833333
826,0,m,28.0,IT,IT,friends,no,m,white,foot,2.2,5.5,8.7,5.6,6.0,1.026694045
827,1,f,24.0,Retail,HR,youjs,my head,f,white,bus,6.2,4.8,7.2,4.0,6.7,1.4318959616666669
828,0,m,34.0,manufacture,HR,KA,no,m,white,car,5.4,4.1,8.0,7.1,8.3,4.150581793333333
829,0,m,34.0,manufacture,HR,KA,no,m,white,car,3.0,5.5,7.2,7.9,6.0,4.150581793333333
830,0,f,22.0,Retail,Commercial,referal,no,f,white,bus,7.0,5.5,6.4,4.8,2.9,7.123887748333334
831,0,f,30.0,transport,HR,empjs,no,m,white,bus,3.8,3.4,7.2,7.9,2.9,2.5297741275
832,0,f,27.0,Consult,Consult,advert,no,m,white,bus,6.2,3.4,5.7,4.8,8.3,6.527036276666667
833,0,f,30.0,State,HR,rabrecNErab,my head,f,white,bus,5.4,9.8,3.3,5.6,6.7,2.0205338808333333
834,1,f,42.0,transport,HR,empjs,no,m,white,bus,5.4,4.8,4.1,4.8,6.0,2.0068446266666666
835,0,f,24.0,Mining,HR,youjs,no,f,white,bus,4.6,7.6,7.2,2.5,3.7,0.0574948665
836,0,m,36.0,PowerGeneration,HR,rabrecNErab,no,m,white,bus,7.0,4.8,4.1,4.0,4.4,0.7857631759166667
837,0,f,30.0,IT,HR,friends,no,m,white,car,9.4,4.1,3.3,5.6,7.5,1.25119781
838,0,f,24.0,Retail,HR,youjs,yes,f,white,bus,8.6,4.1,4.9,7.9,5.2,4.950034223333334
839,1,f,39.0,Banks,HR,referal,no,m,white,car,5.4,9.1,3.3,2.5,8.3,7.665982204166667
840,0,m,35.0,State,HR,empjs,no,f,white,bus,3.8,4.8,7.2,5.6,6.7,0.9856262833333335
841,0,m,39.0,Retail,IT,friends,my head,f,white,car,7.8,3.4,3.3,7.1,6.7,1.5934291583333333
842,0,m,27.0,Consult,HR,youjs,my head,m,white,bus,3.0,4.8,6.4,7.1,7.5,1.7412731008333333
843,0,f,27.0,Mining,HR,youjs,no,m,white,bus,3.0,5.5,7.2,4.8,6.7,6.770704996666667
844,0,f,24.0,Retail,HR,friends,my head,f,white,bus,5.4,4.8,4.9,7.1,6.7,1.9192334016666666
845,0,f,24.0,Retail,HR,friends,my head,f,white,bus,4.6,1.9,8.0,6.3,6.0,1.9192334016666666
846,1,m,41.0,IT,Consult,empjs,no,m,white,bus,3.8,3.4,8.0,7.9,6.0,4.457221081666667
847,0,f,28.0,IT,HR,empjs,my head,m,white,car,8.6,4.8,1.0,6.3,8.3,4.602327173333333
848,1,m,32.0,Retail,Commercial,youjs,no,m,grey,car,3.8,3.4,8.7,7.9,4.4,7.4168377825
849,0,f,31.0,manufacture,HR,youjs,no,f,white,bus,7.8,5.5,3.3,5.6,8.3,0.4161533196666667
850,1,f,41.0,Retail,HR,empjs,no,f,white,bus,3.0,6.9,6.4,4.8,6.0,0.8158795345833334
851,1,f,41.0,Retail,HR,empjs,no,f,white,bus,2.2,6.9,8.0,6.3,3.7,0.8158795345833334
852,1,f,41.0,Retail,HR,empjs,no,f,white,bus,3.0,6.9,7.2,4.8,5.2,0.8158795345833334
853,0,f,43.0,manufacture,HR,rabrecNErab,no,m,white,car,5.4,4.8,5.7,6.3,6.7,0.93908282
854,1,f,32.0,transport,PR,referal,no,f,white,car,4.6,2.6,6.4,4.8,4.4,4.900752909166667
855,0,m,45.0,manufacture,HR,empjs,no,m,white,car,6.2,3.4,7.2,6.3,3.7,2.0232717316666666
856,0,m,45.0,manufacture,HR,empjs,no,m,white,car,7.0,5.5,5.7,6.3,6.0,2.0232717316666666
857,0,f,43.0,IT,HR,empjs,no,m,white,bus,7.8,6.2,4.1,4.0,8.3,6.116358658333334
858,0,f,38.0,Retail,HR,empjs,no,m,grey,car,8.6,5.5,4.1,5.6,6.7,0.17522245041666665
859,0,f,38.0,Retail,HR,empjs,no,m,grey,car,8.6,3.4,4.1,7.1,6.0,0.17522245041666665
860,0,f,38.0,Retail,HR,empjs,no,m,grey,car,7.8,4.1,4.1,7.1,6.7,0.17522245041666665
861,0,f,46.0,etc,HR,empjs,no,f,white,bus,6.2,4.8,7.2,5.6,6.7,0.7310061601666668
862,0,f,35.0,etc,HR,KA,no,f,white,car,3.0,7.6,7.2,4.8,2.9,7.170431211666667
863,0,m,38.0,manufacture,HR,recNErab,no,m,white,foot,6.2,4.1,6.4,6.3,5.2,1.6208076658333335
864,0,m,38.0,manufacture,HR,recNErab,no,m,white,foot,8.6,2.6,7.2,4.8,4.4,1.6208076658333335
865,1,f,26.0,manufacture,HR,referal,no,m,white,car,3.0,4.8,7.2,7.9,5.2,1.7166324433333333
866,1,f,26.0,manufacture,HR,referal,no,m,white,car,3.0,5.5,5.7,7.1,5.2,1.7166324433333333
867,0,f,27.0,Telecom,HR,youjs,no,f,white,bus,7.0,4.8,4.1,4.8,7.5,0.6543463380833333
868,0,f,27.0,Telecom,HR,youjs,no,f,white,bus,5.4,6.9,8.0,4.8,6.0,0.6543463380833333
869,0,f,43.0,Building,HR,friends,no,m,white,bus,6.2,6.2,4.1,5.6,6.7,1.8042436683333334
870,0,m,26.0,Telecom,HR,youjs,yes,f,white,bus,3.0,6.9,4.9,4.8,7.5,1.7303216975
871,0,f,25.0,Banks,HR,youjs,yes,f,white,bus,7.0,6.2,3.3,3.3,3.7,2.8309377141666663
872,0,f,26.0,transport,HR,youjs,yes,f,white,bus,5.4,2.6,7.2,7.1,5.2,8.314852840833334
873,0,f,26.0,transport,HR,youjs,yes,f,white,bus,5.4,4.1,8.7,4.8,2.9,8.314852840833334
874,0,f,33.0,PowerGeneration,HR,empjs,my head,f,white,car,7.8,6.2,6.4,7.9,6.0,5.065023955833333
875,0,f,33.0,PowerGeneration,HR,empjs,my head,f,white,car,3.8,3.4,5.7,8.7,7.5,5.065023955833333
876,0,f,38.0,manufacture,HR,referal,no,m,white,car,3.8,6.9,4.9,4.8,6.0,4.298425735833333
877,0,f,32.0,IT,HR,youjs,yes,m,white,bus,6.2,3.4,8.0,3.3,3.7,0.46543463383333333
878,0,f,45.0,etc,HR,empjs,no,f,white,car,4.6,4.8,8.7,4.8,6.0,0.5722108145
879,0,m,32.0,Retail,HR,rabrecNErab,no,f,white,bus,7.8,2.6,5.7,8.7,5.2,1.9986310749999998
880,0,f,35.0,RealEstate,HR,rabrecNErab,no,m,white,car,7.8,3.4,5.7,4.0,6.0,0.8076659821666667
881,1,f,24.0,Retail,HR,rabrecNErab,my head,f,white,bus,5.4,8.4,4.1,4.8,6.0,6.108145105833334
882,1,f,24.0,Retail,HR,rabrecNErab,my head,f,white,bus,7.8,5.5,4.1,4.8,5.2,6.108145105833334
883,1,m,31.0,Retail,BusinessDevelopment,KA,my head,m,white,car,9.4,4.8,4.1,7.1,5.2,2.8802190283333338
884,1,m,31.0,Retail,BusinessDevelopment,KA,my head,m,white,car,7.8,4.8,3.3,7.1,5.2,2.8802190283333338
885,0,f,24.0,Banks,HR,youjs,my head,f,white,bus,6.2,6.2,4.1,4.8,6.0,3.575633128333333
886,0,m,26.0,Pharma,HR,referal,my head,f,white,bus,4.6,4.1,5.7,8.7,5.2,5.911019849166667
887,0,f,34.0,Retail,HR,rabrecNErab,no,f,white,car,6.2,5.5,6.4,7.1,6.0,0.4462696783333333
888,0,f,42.0,Mining,HR,friends,no,m,white,bus,4.6,6.2,7.2,6.3,6.0,3.5975359341666664
889,0,f,27.0,PowerGeneration,Finanñe,youjs,my head,m,white,bus,6.2,3.4,6.4,7.1,6.7,0.9774127308333332
890,0,f,35.0,manufacture,HR,friends,no,m,white,car,7.0,4.1,6.4,6.3,6.7,0.37234770708333337
891,0,f,37.0,Consult,HR,friends,no,m,white,bus,6.2,6.2,2.6,4.8,8.3,4.594113620833333
892,0,f,37.0,Consult,HR,friends,no,m,white,bus,5.4,7.6,4.9,2.5,6.7,4.594113620833333
893,0,f,30.0,IT,HR,empjs,no,m,grey,bus,10.0,3.4,3.3,4.0,7.5,0.07392197125
894,1,f,27.0,Retail,HR,youjs,no,m,white,car,8.6,4.8,7.2,4.0,3.7,1.1581108833333331
895,0,m,26.0,Mining,HR,rabrecNErab,my head,m,white,car,7.0,3.4,4.9,7.9,9.0,4.142368240833333
896,0,f,27.0,IT,HR,rabrecNErab,no,m,white,bus,7.0,6.2,4.1,4.8,8.3,0.5941136208333333
897,1,f,23.0,Building,HR,friends,no,f,white,bus,7.0,5.5,4.1,5.6,8.3,0.23271731691666667
898,0,f,54.0,etc,HR,friends,no,m,white,car,4.6,8.4,5.7,4.0,4.4,0.75564681725
899,0,f,21.0,Retail,HR,empjs,my head,f,white,bus,2.2,4.8,8.7,7.9,5.2,9.486652975
900,0,f,21.0,Retail,HR,empjs,my head,f,white,bus,3.8,3.4,8.7,7.1,3.7,9.486652975
901,0,f,32.0,Telecom,HR,KA,no,m,white,car,7.8,4.8,2.6,8.7,7.5,5.557837097499999
902,0,f,32.0,Telecom,HR,KA,no,m,white,car,8.6,4.1,1.8,8.7,8.3,5.557837097499999
903,0,f,25.0,manufacture,HR,youjs,my head,f,white,foot,4.6,7.6,9.5,2.5,1.3,7.72073922
904,0,f,25.0,manufacture,HR,youjs,my head,f,white,foot,5.4,5.5,7.2,5.6,2.9,7.72073922
905,0,f,28.0,Retail,HR,youjs,no,f,white,car,5.4,5.5,6.4,2.5,4.4,4.8076659825000005
906,0,f,33.0,Retail,HR,youjs,no,m,white,bus,1.4,6.9,8.0,6.3,5.2,0.31759069133333334
907,0,f,23.0,Retail,HR,rabrecNErab,no,m,white,bus,5.4,5.5,5.7,4.8,9.8,8.851471591666668
908,0,f,31.0,Retail,HR,empjs,my head,f,white,bus,5.4,7.6,6.4,4.8,6.0,1.6262833675000001
909,0,f,31.0,Retail,HR,empjs,my head,f,white,bus,6.2,6.2,6.4,4.0,6.0,1.6262833675000001
910,1,f,23.0,Retail,HR,youjs,no,f,white,car,7.8,4.8,3.3,6.3,7.5,1.2594113616666667
911,0,f,46.0,IT,HR,friends,yes,f,white,bus,3.0,6.9,6.4,5.6,6.0,1.8535249825
912,0,f,46.0,IT,HR,friends,yes,f,white,bus,7.0,6.2,5.7,4.8,4.4,1.8535249825
913,1,f,34.0,Banks,HR,youjs,no,f,white,bus,1.4,6.9,8.0,4.0,5.2,2.2340862425
914,0,f,26.0,Retail,Commercial,empjs,yes,f,white,bus,3.8,4.8,7.2,5.6,4.4,0.47912388775
915,0,f,30.0,RealEstate,HR,empjs,no,m,grey,car,7.8,4.8,3.3,5.6,6.7,0.8432580425
916,0,f,30.0,RealEstate,HR,empjs,no,m,grey,car,10.0,4.1,1.8,6.3,8.3,0.8432580425
917,0,f,29.0,Retail,HR,empjs,my head,f,white,bus,6.2,6.9,8.7,3.3,2.9,4.334017795833334
918,0,f,32.0,IT,HR,referal,no,f,white,bus,4.6,7.6,4.1,4.8,6.0,8.818617383333333
919,0,m,37.0,IT,IT,youjs,no,m,white,foot,4.6,6.2,4.9,6.3,4.4,0.2902121834166667
920,0,f,39.0,etc,HR,youjs,no,m,white,bus,7.0,4.8,6.4,5.6,5.2,0.62696783025
921,0,f,50.0,Building,HR,rabrecNErab,no,m,white,bus,6.2,6.2,6.4,3.3,6.7,1.338809035
922,0,f,51.0,Consult,HR,empjs,no,m,white,bus,3.8,7.6,5.7,6.3,5.2,3.605749486666667
923,0,f,33.0,IT,HR,rabrecNErab,my head,f,white,bus,3.8,6.2,6.4,4.8,6.7,1.7412731008333333
924,0,f,25.0,Retail,PR,friends,my head,f,white,bus,7.0,9.1,1.8,4.8,6.0,0.09856262833333333
925,0,f,32.0,manufacture,HR,rabrecNErab,no,m,white,bus,3.8,5.5,8.7,3.3,3.7,11.074606433333335
926,0,f,32.0,manufacture,HR,rabrecNErab,no,m,white,bus,3.0,6.9,6.4,3.3,2.9,11.074606433333335
927,0,m,23.0,manufacture,IT,youjs,no,m,white,bus,5.4,4.8,5.7,6.3,5.2,7.82477755
928,0,f,38.0,manufacture,HR,youjs,no,f,white,foot,7.0,1.9,9.5,5.6,6.0,1.8234086241666667
929,0,f,38.0,manufacture,HR,youjs,no,f,white,foot,6.2,2.6,8.7,6.3,6.0,1.8234086241666667
930,0,f,38.0,manufacture,HR,youjs,no,f,white,foot,5.4,2.6,10.0,3.3,3.7,1.8234086241666667
931,0,f,38.0,manufacture,HR,youjs,no,f,white,foot,4.6,5.5,10.0,2.5,5.2,1.8234086241666667
932,0,f,27.0,Retail,HR,youjs,my head,m,grey,bus,7.0,4.8,6.4,4.8,7.5,0.9938398358333332
933,1,f,39.0,Building,HR,KA,no,m,grey,bus,8.6,4.8,3.3,4.0,6.7,0.28473648183333333
934,0,f,29.0,etc,HR,rabrecNErab,my head,f,white,bus,6.2,7.6,4.1,4.0,8.3,4.9117043125
